epoch,accuracy,loss,lr,top3_accuracy,top5_accuracy,val_accuracy,val_loss,val_top3_accuracy,val_top5_accuracy
0,0.42304,2.798877519416809,0.001,0.5629,0.62179,0.49570000171661377,1.8964122533798218,0.6463000178337097,0.7027999758720398
1,0.4506,2.5920002367401125,0.001,0.59851,0.65922,0.49950000643730164,2.1145005226135254,0.6510999798774719,0.7095999717712402
2,0.45282,2.5424889043045042,0.001,0.6098,0.67111,0.4997999966144562,2.926664352416992,0.6541000008583069,0.7150999903678894
3,0.45478,2.512195965194702,0.001,0.61293,0.67608,0.5047000050544739,2.8306527137756348,0.6614000201225281,0.722100019454956
4,0.45545,2.4856646044540405,0.001,0.61735,0.68201,0.4999000132083893,3.341625213623047,0.6590999960899353,0.7206000089645386
5,0.45841,2.472875887260437,0.001,0.62011,0.68477,0.4986000061035156,2.2431893348693848,0.6654999852180481,0.7231000065803528
6,0.45609,2.462197533798218,0.001,0.62193,0.68697,0.5019999742507935,2.9346976280212402,0.6642000079154968,0.7240999937057495
7,0.45755,2.459075378417969,0.001,0.6226,0.68847,0.4982999861240387,1.447698712348938,0.6672999858856201,0.7265999913215637
8,0.46045,2.436659112968445,0.001,0.62654,0.69149,0.49720001220703125,2.5232458114624023,0.6662999987602234,0.7263000011444092
9,0.46726,2.355684192237854,0.00031600002,0.63824,0.70617,0.5055000185966492,3.498270034790039,0.6725000143051147,0.7378000020980835
10,0.46793,2.340099151725769,0.00031600002,0.64117,0.70814,0.5041999816894531,2.3926198482513428,0.6736000180244446,0.7368999719619751
11,0.46927,2.3232453048324584,0.00031600002,0.64389,0.71135,0.5023000240325928,0.5298956036567688,0.6761999726295471,0.7401000261306763
12,0.4685,2.3218537958145142,0.00031600002,0.64261,0.71004,0.5047000050544739,2.0310802459716797,0.6764000058174133,0.7391999959945679
13,0.4701,2.3046340139770507,0.00031600002,0.64462,0.71404,0.5030999779701233,2.5879621505737305,0.6754999756813049,0.7386999726295471
14,0.47075,2.3113781413269043,0.00031600002,0.64643,0.71326,0.5027999877929688,1.588724136352539,0.6758999824523926,0.7386999726295471
15,0.47337,2.2818468829727174,9.9856006e-05,0.64954,0.71854,0.5052000284194946,2.171177864074707,0.6777999997138977,0.7415000200271606
16,0.47263,2.27854088722229,9.9856006e-05,0.6493,0.71904,0.5073000192642212,1.2237101793289185,0.6790000200271606,0.7433000206947327
17,0.47487,2.2683701682281496,9.9856006e-05,0.65041,0.71993,0.5055999755859375,1.7224135398864746,0.680400013923645,0.7447999715805054
18,0.47672,2.2568132930755613,9.9856006e-05,0.65391,0.72324,0.5049999952316284,1.3221642971038818,0.6789000034332275,0.7426999807357788
19,0.4753,2.259429355316162,9.9856006e-05,0.65185,0.72138,0.5072000026702881,1.7618283033370972,0.6779000163078308,0.7425000071525574
20,0.47547,2.2548746336746217,9.9856006e-05,0.65335,0.72219,0.5062000155448914,1.7824976444244385,0.6797999739646912,0.7444000244140625
21,0.47454,2.254153660736084,9.9856006e-05,0.65383,0.72373,0.5073999762535095,1.8699047565460205,0.682200014591217,0.7434999942779541
22,0.47495,2.2461337421417236,3.1554497e-05,0.65532,0.72503,0.5065000057220459,1.505937099456787,0.6814000010490417,0.744700014591217
23,0.47649,2.2450111645126345,3.1554497e-05,0.65528,0.72531,0.5052000284194946,2.8914475440979004,0.680899977684021,0.7452999949455261
24,0.47904,2.239790621948242,3.1554497e-05,0.6558,0.72615,0.5048999786376953,2.5016558170318604,0.6822999715805054,0.745199978351593
25,0.47575,2.2510784663391115,3.1554497e-05,0.65364,0.72263,0.5062999725341797,3.4383764266967773,0.6819999814033508,0.7455999851226807
26,0.48,2.231180149383545,3.1554497e-05,0.65722,0.7275,0.5070000290870667,3.0761032104492188,0.682699978351593,0.7451000213623047
27,0.47661,2.240787186088562,9.971221e-06,0.65445,0.72475,0.5069000124931335,1.3970537185668945,0.6814000010490417,0.7441999912261963
28,0.47857,2.2324605528640746,9.971221e-06,0.6565,0.72564,0.5069000124931335,2.597264051437378,0.6818000078201294,0.7447999715805054
29,0.47774,2.235612388648987,9.971221e-06,0.65535,0.72537,0.5065000057220459,2.7200851440429688,0.6825000047683716,0.7458000183105469
30,0.47942,2.2287101076507567,9.971221e-06,0.65789,0.72791,0.5065000057220459,2.007406234741211,0.682200014591217,0.7455999851226807
31,0.47705,2.233588242683411,9.971221e-06,0.65683,0.72547,0.5055999755859375,1.9853005409240723,0.6823999881744385,0.7458999752998352
