epoch,accuracy,loss,lr,top3_accuracy,top5_accuracy,val_accuracy,val_loss,val_top3_accuracy,val_top5_accuracy
0,0.02174,5.062149240264892,0.001,0.05691,0.08729,0.04360000044107437,4.957630157470703,0.10450000315904617,0.15530000627040863
1,0.05803,4.622100186614991,0.001,0.13441,0.19114,0.06750000268220901,4.325261116027832,0.1527000069618225,0.21789999306201935
2,0.09286,4.328239886474609,0.001,0.19484,0.26543,0.10260000079870224,4.1061553955078125,0.20669999718666077,0.27790001034736633
3,0.12522,4.087077038040161,0.001,0.25023,0.32798,0.13539999723434448,3.746583938598633,0.26179999113082886,0.3418000042438507
4,0.15508,3.900500200805664,0.001,0.2906,0.37397,0.14069999754428864,3.8837578296661377,0.27160000801086426,0.35359999537467957
5,0.17672,3.7580023294830323,0.001,0.32272,0.40761,0.16920000314712524,3.4147095680236816,0.31380000710487366,0.3993000090122223
6,0.19548,3.6372312546539307,0.001,0.34875,0.4342,0.18320000171661377,3.4980499744415283,0.32580000162124634,0.4104999899864197
7,0.2172,3.516893190689087,0.001,0.37507,0.46276,0.211899995803833,2.8760886192321777,0.36149999499320984,0.44999998807907104
8,0.23313,3.403914174957275,0.001,0.39985,0.48883,0.2264000028371811,4.4026288986206055,0.3828999996185303,0.47110000252723694
9,0.25151,3.307745351104736,0.001,0.4204,0.50893,0.23980000615119934,3.7268521785736084,0.40799999237060547,0.5015000104904175
10,0.26648,3.2190118995666506,0.001,0.43968,0.52962,0.23929999768733978,3.070277452468872,0.40880000591278076,0.4927999973297119
11,0.28101,3.1377154610443116,0.001,0.45666,0.54565,0.2705000042915344,3.3303070068359375,0.4429999887943268,0.5293999910354614
12,0.29574,3.0608861437225343,0.001,0.47378,0.56109,0.26840001344680786,3.9299917221069336,0.4406000077724457,0.5289000272750854
13,0.30577,2.9915268489456177,0.001,0.48903,0.57705,0.2685000002384186,2.863701581954956,0.44179999828338623,0.5349000096321106
14,0.32181,2.923745002822876,0.001,0.50356,0.59252,0.2727999985218048,3.2030694484710693,0.44839999079704285,0.538100004196167
15,0.33305,2.848696594734192,0.001,0.51805,0.60538,0.3005000054836273,2.583571434020996,0.48489999771118164,0.5763999819755554
16,0.34282,2.7967347397232056,0.001,0.52964,0.61745,0.3125,2.6156435012817383,0.48579999804496765,0.5738999843597412
17,0.35611,2.7326892463302612,0.001,0.54111,0.62881,0.30660000443458557,2.902754306793213,0.4837999939918518,0.5774999856948853
18,0.36439,2.6761893505859375,0.001,0.55453,0.64048,0.31279999017715454,3.174557685852051,0.489300012588501,0.5764999985694885
19,0.37621,2.6194351988601685,0.001,0.56731,0.65274,0.3239000141620636,2.265418529510498,0.5063999891281128,0.5885999798774719
