epoch,accuracy,loss,lr,top3_accuracy,top5_accuracy,val_accuracy,val_loss,val_top3_accuracy,val_top5_accuracy
0,0.00908,5.610174522094726,0.001,0.02582,0.04133,0.0203000009059906,5.184094429016113,0.05050000175833702,0.07840000092983246
1,0.02526,5.100969206237793,0.001,0.06355,0.09595,0.03830000013113022,4.6672587394714355,0.09600000083446503,0.13979999721050262
2,0.04043,4.894014933319092,0.001,0.09581,0.14027,0.055799998342990875,4.435761451721191,0.12630000710487366,0.17720000445842743
3,0.05623,4.730061612548828,0.001,0.12611,0.17864,0.0722000002861023,4.841957092285156,0.1639000028371811,0.22779999673366547
4,0.06961,4.590395962371826,0.001,0.15138,0.20956,0.09160000085830688,3.620130777359009,0.1876000016927719,0.2535000145435333
5,0.08375,4.47182112159729,0.001,0.17571,0.24013,0.10719999670982361,4.6390061378479,0.2117999941110611,0.28519999980926514
6,0.0977,4.363211708984375,0.001,0.19933,0.26608,0.12269999831914902,4.393733024597168,0.23960000276565552,0.3188000023365021
7,0.10888,4.279549861831665,0.001,0.21616,0.28672,0.12849999964237213,4.2909345626831055,0.2529999911785126,0.3294000029563904
8,0.11829,4.20460784072876,0.001,0.23217,0.30463,0.1386999934911728,4.323675155639648,0.2671000063419342,0.3449000120162964
9,0.12917,4.125440524978638,0.001,0.24972,0.32445,0.15880000591278076,3.507192611694336,0.2904999852180481,0.37389999628067017
10,0.13733,4.063973274383545,0.001,0.26235,0.34037,0.1582999974489212,4.51417350769043,0.2921999990940094,0.3684999942779541
11,0.1456,4.007246109390259,0.001,0.27402,0.35303,0.17739999294281006,2.428494453430176,0.3215999901294708,0.40880000591278076
12,0.15488,3.944682535934448,0.001,0.28711,0.36725,0.1882999986410141,3.2139620780944824,0.33559998869895935,0.4187000095844269
13,0.16306,3.8974983541107178,0.001,0.2989,0.37981,0.18970000743865967,2.705399513244629,0.3416999876499176,0.4278999865055084
14,0.16895,3.8550095387268066,0.001,0.3095,0.3901,0.19439999759197235,3.414954900741577,0.33809998631477356,0.4278999865055084
15,0.17593,3.8097546982574464,0.001,0.31799,0.39911,0.2093999981880188,3.475618839263916,0.36039999127388,0.4530999958515167
16,0.18009,3.779651353225708,0.001,0.32142,0.40601,0.21699999272823334,3.8438937664031982,0.3736000061035156,0.45969998836517334
17,0.18758,3.739683916244507,0.001,0.33332,0.41626,0.21960000693798065,3.8656883239746094,0.3813000023365021,0.46389999985694885
18,0.19205,3.705397230529785,0.001,0.34129,0.42525,0.22310000658035278,3.427544593811035,0.38850000500679016,0.47920000553131104
19,0.19942,3.6744680393218996,0.001,0.3484,0.4313,0.23190000653266907,3.722339153289795,0.38749998807907104,0.47769999504089355
20,0.20219,3.6447924673461913,0.001,0.35269,0.43675,0.2328999936580658,3.8073253631591797,0.3912000060081482,0.48010000586509705
21,0.20809,3.615209266357422,0.001,0.35883,0.44367,0.24379999935626984,3.414475202560425,0.4043999910354614,0.490200012922287
22,0.21085,3.5908612573242187,0.001,0.36623,0.4503,0.24279999732971191,3.8488640785217285,0.4049000144004822,0.4918999969959259
23,0.21401,3.5658164014434814,0.001,0.37,0.456,0.24979999661445618,2.9627621173858643,0.4146000146865845,0.4999000132083893
24,0.21918,3.543054841766357,0.001,0.37517,0.46122,0.2535000145435333,2.7030887603759766,0.4187999963760376,0.5047000050544739
25,0.22395,3.513968867111206,0.001,0.38113,0.46649,0.26170000433921814,3.2945356369018555,0.4293000102043152,0.513700008392334
26,0.22759,3.495607421646118,0.001,0.38571,0.47135,0.26409998536109924,3.0919973850250244,0.42730000615119934,0.5152000188827515
27,0.23179,3.467895079727173,0.001,0.39309,0.47798,0.257999986410141,2.603463888168335,0.4198000133037567,0.508400022983551
28,0.23655,3.443111492385864,0.001,0.39728,0.48323,0.2728999853134155,3.0208511352539062,0.44179999828338623,0.5325999855995178
29,0.2378,3.43190516456604,0.001,0.39984,0.48644,0.26989999413490295,2.073418140411377,0.43650001287460327,0.5214999914169312
30,0.23928,3.417824541244507,0.001,0.40225,0.48681,0.2793999910354614,3.2449090480804443,0.4496000111103058,0.5383999943733215
31,0.24681,3.3903703325653076,0.001,0.40938,0.49389,0.2815000116825104,2.799147605895996,0.4499000012874603,0.53329998254776
32,0.24583,3.3693295877075196,0.001,0.41123,0.49828,0.28619998693466187,3.315061092376709,0.4580000042915344,0.5421000123023987
33,0.25186,3.345903399505615,0.001,0.41636,0.50235,0.2840999960899353,3.568629741668701,0.4575999975204468,0.5475999712944031
34,0.25413,3.3354933139801024,0.001,0.42062,0.50569,0.29190000891685486,2.251753330230713,0.4569999873638153,0.541700005531311
35,0.25596,3.319433743438721,0.001,0.42308,0.50922,0.2818000018596649,3.50291109085083,0.46000000834465027,0.5533999800682068
36,0.25553,3.314869186477661,0.001,0.42322,0.50996,0.2890999913215637,3.00803279876709,0.4650000035762787,0.5541999936103821
37,0.26196,3.2930627782440185,0.001,0.42829,0.5159,0.2858000099658966,2.885596513748169,0.4611000120639801,0.5447999835014343
38,0.26417,3.274571248779297,0.001,0.43164,0.51941,0.2856999933719635,2.9866433143615723,0.4596000015735626,0.5522000193595886
39,0.26589,3.2649675396728517,0.001,0.43331,0.52019,0.2906000018119812,3.3365743160247803,0.4643000066280365,0.5455999970436096
40,0.26816,3.248530734100342,0.001,0.43768,0.52441,0.30250000953674316,2.5165224075317383,0.4810999929904938,0.5631999969482422
41,0.27335,3.226389335861206,0.001,0.44494,0.52953,0.2904999852180481,3.0726399421691895,0.46299999952316284,0.552299976348877
